City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
209,Zhezkazgan,KZ,2022-03-03 01:37:30,47.8043,67.7144,4.98,85,100,2.24
210,Arboletes,CO,2022-03-03 01:37:31,8.8505,-76.4269,75.18,89,81,8.16
211,Quatre Cocos,MU,2022-03-03 01:37:31,-20.2078,57.7625,78.1,85,69,14.79
212,Saint-Pierre,RE,2022-03-03 01:37:31,-21.3393,55.4781,74.88,73,20,8.05
213,Muros,ES,2022-03-03 01:37:32,42.7762,-9.0603,56.08,91,100,14.83
214,Sokoni,TZ,2022-03-03 01:37:32,-6.4333,39.55,80.89,73,100,12.84
215,Buraydah,SA,2022-03-03 01:37:33,26.326,43.975,70.25,28,62,14.9
216,Itaquyry,PY,2022-03-03 01:37:33,-24.9333,-55.2167,73.62,99,100,2.08
217,Rio Gallegos,AR,2022-03-03 01:33:14,-51.6226,-69.2181,51.85,87,100,13.8
218,Kavieng,PG,2022-03-03 01:37:34,-2.5744,150.7967,82.85,74,100,5.64
219,Saldanha,ZA,2022-03-03 01:37:34,-33.0117,17.9442,64.45,92,6,1.5
220,Anadyr,RU,2022-03-03 01:37:35,64.75,177.4833,18.1,79,0,11.18
221,Dawei,MM,2022-03-03 01:37:35,14.0833,98.2,84.96,58,46,1.23
222,Xinon Neron,GR,2022-03-03 01:37:36,40.6833,21.6167,33.69,89,7,5.44
223,Palmer,US,2022-03-03 01:37:36,42.1584,-72.3287,34.03,76,40,0.0
224,New Norfolk,AU,2022-03-03 01:37:36,-42.7826,147.0587,82.65,45,18,3.0
225,Vestmanna,FO,2022-03-03 01:37:37,62.1564,-7.1664,40.12,93,100,25.32
226,Meulaboh,ID,2022-03-03 01:37:37,4.1363,96.1285,79.39,81,75,3.0
227,Upata,VE,2022-03-03 01:37:38,8.0086,-62.3989,73.08,87,13,5.37
228,Sinnamary,GF,2022-03-03 01:38:38,5.3833,-52.95,76.46,91,100,8.57
229,Huarmey,PE,2022-03-03 01:38:38,-10.0681,-78.1522,73.26,79,100,3.09
230,Mao,ES,2022-03-03 01:38:39,39.8885,4.2658,52.36,87,75,4.61
231,Tupelo,US,2022-03-03 01:38:39,34.2576,-88.7034,64.69,40,0,0.0
232,Iranshahr,IR,2022-03-03 01:38:40,27.2025,60.6848,65.35,38,0,3.06
233,Port-Cartier,CA,2022-03-03 01:38:40,50.0334,-66.8654,12.74,81,100,10.45
234,Shache,CN,2022-03-03 01:38:40,38.4167,77.2406,46.71,34,67,1.14
235,Maraba,BR,2022-03-03 01:38:41,-5.3686,-49.1178,72.72,98,98,2.19
236,Bitung,ID,2022-03-03 01:38:41,1.4451,125.1824,85.05,73,81,9.69
237,Walvis Bay,NA,2022-03-03 01:38:42,-22.9575,14.5053,62.1,94,22,6.91
238,Kalmunai,LK,2022-03-03 01:38:42,7.4167,81.8167,77.18,77,100,10.78
239,Nikolskoye,RU,2022-03-03 01:38:42,59.7035,30.7861,31.89,96,9,4.0
240,Thompson,CA,2022-03-03 01:38:43,55.7435,-97.8558,1.56,51,20,9.22
241,Lodwar,KE,2022-03-03 01:38:43,3.1191,35.5973,82.96,28,13,14.43
242,Rantepao,ID,2022-03-03 01:38:44,-2.9701,119.8978,81.72,63,72,1.86
243,Carnarvon,AU,2022-03-03 01:38:44,-24.8667,113.6333,73.47,38,0,23.02
244,Svetlyy,RU,2022-03-03 01:38:45,54.675,20.1347,34.97,89,6,5.75
245,Aripuana,BR,2022-03-03 01:38:45,-9.1667,-60.6333,72.52,99,100,1.34
246,Biograd Na Moru,HR,2022-03-03 01:38:45,43.9433,15.4519,42.76,48,82,4.0
247,Saiha,IN,2022-03-03 01:38:46,22.4833,92.9667,69.6,27,0,2.1
248,Pisco,PE,2022-03-03 01:38:46,-13.7,-76.2167,73.45,83,0,3.44
249,Mayumba,GA,2022-03-03 01:38:46,-3.432,10.6554,78.53,87,100,3.27
250,Surt,LY,2022-03-03 01:38:47,31.2089,16.5887,56.34,53,75,9.84
251,Lancaster,US,2022-03-03 01:35:39,40.2504,-76.2499,48.27,59,99,1.01
252,Lensk,RU,2022-03-03 01:38:47,60.7253,114.9278,17.92,89,100,6.17
253,Auki,SB,2022-03-03 01:38:48,-8.7676,160.7034,82.45,81,99,2.15
254,Caravelas,BR,2022-03-03 01:38:48,-17.7125,-39.2481,76.59,87,100,4.7
255,Tessalit,ML,2022-03-03 01:38:49,20.1986,1.0114,70.93,27,10,11.61
256,Bandarbeyla,SO,2022-03-03 01:38:49,9.4942,50.8122,73.9,77,2,13.15
257,Hamilton,US,2022-03-03 01:33:53,39.1834,-84.5333,62.62,49,75,8.05
258,Varhaug,NO,2022-03-03 01:38:50,58.6147,5.6457,36.68,71,1,8.86
259,Olafsvik,IS,2022-03-03 01:38:50,64.8945,-23.7142,39.18,76,71,21.79
260,Souillac,MU,2022-03-03 01:38:51,-20.5167,57.5167,78.37,100,75,12.66
261,Solnechnyy,RU,2022-03-03 01:38:51,50.7214,136.6319,14.72,73,84,1.72
262,Conceicao Do Araguaia,BR,2022-03-03 01:38:51,-8.2578,-49.2647,72.91,95,100,3.02
263,Tabou,CI,2022-03-03 01:38:52,4.423,-7.3528,75.9,90,80,7.92
264,Norman Wells,CA,2022-03-03 01:38:52,65.282,-126.8329,12.24,57,40,11.5
265,Ribas Do Rio Pardo,BR,2022-03-03 01:38:53,-20.4431,-53.7592,70.5,87,100,2.84
266,Khorinsk,RU,2022-03-03 01:38:53,52.1657,109.7726,19.83,72,100,14.0
267,Roebourne,AU,2022-03-03 01:38:54,-20.7833,117.1333,93.67,43,74,11.77
268,Limbang,MY,2022-03-03 01:38:54,4.75,115.0,84.51,70,100,0.6
269,Esperance,AU,2022-03-03 01:38:54,-33.8667,121.9,64.24,57,80,18.5
270,Talcahuano,CL,2022-03-03 01:36:12,-36.7167,-73.1167,64.08,82,0,8.05
271,Carman,CA,2022-03-03 01:38:55,49.4992,-98.0016,-2.11,65,99,4.61
272,Akdepe,TM,2022-03-03 01:38:55,42.0551,59.3788,41.09,73,17,9.82
273,Kupang,ID,2022-03-03 01:38:56,-10.1667,123.5833,82.8,83,33,9.08
274,Kathmandu,NP,2022-03-03 01:37:39,27.7167,85.3167,48.42,93,20,3.44
275,Inhambane,MZ,2022-03-03 01:39:57,-23.865,35.3833,70.66,80,2,3.0
276,Aitape,PG,2022-03-03 01:39:57,-3.1374,142.3475,81.91,78,98,3.11
277,Taksimo,RU,2022-03-03 01:39:57,56.3444,114.8794,8.35,84,100,1.92
278,Plouzane,FR,2022-03-03 01:39:58,48.3833,-4.6167,50.32,100,100,13.8
279,Nelson Bay,AU,2022-03-03 01:39:58,-32.7167,152.15,73.0,96,100,1.99
280,Saint-Francois,FR,2022-03-03 01:39:59,46.4154,3.9054,45.84,86,100,2.3
281,Kati,ML,2022-03-03 01:39:59,12.7441,-8.0726,80.01,27,3,3.13
282,Puerto Quijarro,BO,2022-03-03 01:39:59,-17.7833,-57.7667,77.41,77,100,3.49
283,Cabo San Lucas,MX,2022-03-03 01:39:10,22.8909,-109.9124,77.31,43,20,6.91
284,Rio Grande,BR,2022-03-03 01:40:00,-32.035,-52.0986,71.71,89,0,8.46
285,Tari,NG,2022-03-03 01:40:01,12.4086,4.4914,80.51,11,100,6.15
286,Chokurdakh,RU,2022-03-03 01:40:02,70.6333,147.9167,-18.74,98,83,2.68
287,Lithgow,AU,2022-03-03 01:40:02,-33.4833,150.15,62.91,96,100,5.53
288,Llallagua,BO,2022-03-03 01:40:03,-18.4167,-66.6333,46.29,79,100,4.38
289,Lincoln,US,2022-03-03 01:37:31,40.8,-96.667,63.28,40,0,15.01
290,Georgetown,MY,2022-03-03 01:40:03,5.4112,100.3354,80.53,89,20,2.3
291,Ushtobe,KZ,2022-03-03 01:40:04,45.2514,77.9838,38.98,90,96,3.53
292,Quepos,CR,2022-03-03 01:40:04,9.4236,-84.1652,79.9,75,25,2.53
